"finessGeoDP","rs","codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts"
"130786361","POLYCLINIQUE DU PARC RAMBOT","13120","GARDANNE",34,2.8,18.7
"130786361","POLYCLINIQUE DU PARC RAMBOT","13300","SALON DE PROVENCE",32,2.6,24.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","84120","PERTUIS",31,2.5,26.6
"130786361","POLYCLINIQUE DU PARC RAMBOT","13800","ISTRES",29,2.4,29
"130786361","POLYCLINIQUE DU PARC RAMBOT","13130","BERRE L ETANG",27,2.2,31.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","13320","BOUC-BEL-AIR",23,1.9,33.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","83560","VINON-SUR-VERDON",22,1.8,34.9
"130786361","POLYCLINIQUE DU PARC RAMBOT","13340","ROGNAC",19,1.6,36.5
"130786361","POLYCLINIQUE DU PARC RAMBOT","84C01","LA TOUR-D'AIGUES",19,1.6,38.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","13500","MARTIGUES",18,1.5,39.6
"130786361","POLYCLINIQUE DU PARC RAMBOT","13580","LA FARE-LES-OLIVIERS",18,1.5,41.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","13330","PÉLISSANNE",15,1.2,42.3
"130786361","POLYCLINIQUE DU PARC RAMBOT","13530","TRETS",15,1.2,43.5
"130786361","POLYCLINIQUE DU PARC RAMBOT","13680","LANÇON-PROVENCE",14,1.1,50.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","13220","CHÂTEAUNEUF-LES-MARTIGUES",14,1.1,47.9
"130786361","POLYCLINIQUE DU PARC RAMBOT","13590","MEYREUIL",14,1.1,49
"130786361","POLYCLINIQUE DU PARC RAMBOT","83470","SAINT-MAXIMIN-LA-SAINTE-BAUME",14,1.1,51.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","13140","MIRAMAS",14,1.1,46.8
"130786361","POLYCLINIQUE DU PARC RAMBOT","13013","MARSEILLE 13E ARRONDISSEMENT",14,1.1,44.6
"130786361","POLYCLINIQUE DU PARC RAMBOT","13015","MARSEILLE 15",14,1.1,45.7
"130786361","POLYCLINIQUE DU PARC RAMBOT","13710","FUVEAU",12,1,53.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","83170","BRIGNOLES",12,1,54.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","84160","CADENET",12,1,55.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","13170","LES PENNES-MIRABEAU",12,1,52.2
"130786361","POLYCLINIQUE DU PARC RAMBOT","13014","MARSEILLE 14E ARRONDISSEMENT",11,0.9,56.1
"130786361","POLYCLINIQUE DU PARC RAMBOT","13122","VENTABREN",11,0.9,57
"130786361","POLYCLINIQUE DU PARC RAMBOT","13370","MALLEMORT",11,0.9,58.8
"130786361","POLYCLINIQUE DU PARC RAMBOT","13240","SEPTÈMES-LES-VALLONS",11,0.9,57.9
"130786742","HÃ”PITAL D'INSTRUCTION DES ARMÃ‰ES LAVERAN","13013","MARSEILLE 13E ARRONDISSEMENT",52,28,28
"130786742","HÃ”PITAL D'INSTRUCTION DES ARMÃ‰ES LAVERAN","13014","MARSEILLE 14E ARRONDISSEMENT",23,12.4,40.4
"130786742","HÃ”PITAL D'INSTRUCTION DES ARMÃ‰ES LAVERAN","83000","TOULON",11,5.9,46.3
"130810740","CLINIQUE AXIUM","13100","AIX-EN-PROVENCE",82,12.9,12.9
"130810740","CLINIQUE AXIUM","13120","GARDANNE",32,5,17.9
"130810740","CLINIQUE AXIUM","83560","VINON-SUR-VERDON",23,3.6,21.5
"130810740","CLINIQUE AXIUM","04100","MANOSQUE",18,2.8,24.3
"130810740","CLINIQUE AXIUM","84120","PERTUIS",15,2.4,26.7
"130810740","CLINIQUE AXIUM","13127","VITROLLES",14,2.2,28.9
"130810740","CLINIQUE AXIUM","13700","MARIGNANE",12,1.9,32.7
"130810740","CLINIQUE AXIUM","84C01","LA TOUR-D'AIGUES",12,1.9,34.6
"130810740","CLINIQUE AXIUM","13530","TRETS",12,1.9,30.8
"130810740","CLINIQUE AXIUM","84530","VILLELAURE",11,1.7,41.4
"130810740","CLINIQUE AXIUM","13C01","JOUQUES",11,1.7,39.7
"130810740","CLINIQUE AXIUM","13790","ROUSSET",11,1.7,38
"130810740","CLINIQUE AXIUM","13610","LE PUY-SAINTE-RÉPARADE",11,1.7,36.3
"140000209","CHU CAEN","14000","CAEN",82,11.5,11.5
"140000209","CHU CAEN","14200","HÉROUVILLE-SAINT-CLAIR",27,3.8,15.3
"140000209","CHU CAEN","14C05","THUE ET MUE",25,3.5,18.8
"140000209","CHU CAEN","14370","ARGENCES",23,3.2,22
"140000209","CHU CAEN","14123","IFS",20,2.8,24.8
"140000209","CHU CAEN","14100","LISIEUX",18,2.5,27.3
"140000209","CHU CAEN","50C04","CHERBOURG-EN-COTENTIN",17,2.4,29.7
"140000209","CHU CAEN","14C06","MÉZIDON VALLÉE D'AUGE",15,2.1,33.9
"140000209","CHU CAEN","14400","BAYEUX",15,2.1,31.8
"140000209","CHU CAEN","14420","POTIGNY",14,2,35.9
"140000209","CHU CAEN","14120","MONDEVILLE",12,1.7,37.6
"140000209","CHU CAEN","14650","CARPIQUET",12,1.7,39.3
"140016759","POLYCLINIQUE DU PARC","14000","CAEN",58,10.8,10.8
"140016759","POLYCLINIQUE DU PARC","14123","IFS",34,6.3,17.1
"140016759","POLYCLINIQUE DU PARC","14370","ARGENCES",27,5,22.1
"140016759","POLYCLINIQUE DU PARC","14C05","THUE ET MUE",24,4.5,26.6
"140016759","POLYCLINIQUE DU PARC","14320","ST MARTIN DE FONTENAY",20,3.7,30.3
"140016759","POLYCLINIQUE DU PARC","14190","SAINT-SYLVAIN",16,3,33.3
"140016759","POLYCLINIQUE DU PARC","14200","HÉROUVILLE-SAINT-CLAIR",16,3,36.3
"140016759","POLYCLINIQUE DU PARC","14540","BOURGUÉBUS",15,2.8,39.1
"140016759","POLYCLINIQUE DU PARC","14220","LE HOM",13,2.4,41.5
"140016759","POLYCLINIQUE DU PARC","14400","BAYEUX",13,2.4,43.9
"140016759","POLYCLINIQUE DU PARC","14730","GIBERVILLE",13,2.4,46.3
"140016759","POLYCLINIQUE DU PARC","14170","ST PIERRE SUR DIVES",11,2,48.3
"140016759","POLYCLINIQUE DU PARC","14C06","MÉZIDON VALLÉE D'AUGE",11,2,50.3
"140017237","HÃ”PITAL PRIVÃ‰ ST MARTIN","14000","CAEN",24,10,10
"140017237","HÃ”PITAL PRIVÃ‰ ST MARTIN","14C05","THUE ET MUE",12,5,15
"140018730","HÃ”PITAL PRIVÃ‰ DU PAYS D'AUGE SITE DE LISIEUX","14100","LISIEUX",21,17.6,17.6
"140018730","HÃ”PITAL PRIVÃ‰ DU PAYS D'AUGE SITE DE LISIEUX","14C06","MÉZIDON VALLÉE D'AUGE",11,9.2,26.8
"160000253","CH D'ANGOULEME","16000","ANGOULEME",41,20.9,20.9
"160013207","CENTRE CLINICAL","16000","ANGOULEME",34,8.6,8.6
"160013207","CENTRE CLINICAL","16440","ROULLET-SAINT-ESTÈPHE",25,6.3,14.9
"160013207","CENTRE CLINICAL","16110","LA ROCHEFOUCAULD-EN-ANGOUMOIS",19,4.8,19.7
"160013207","CENTRE CLINICAL","16400","LA COURONNE",15,3.8,27.3
"160013207","CENTRE CLINICAL","16200","JARNAC",15,3.8,23.5
"160013207","CENTRE CLINICAL","16100","COGNAC",14,3.5,30.8
"160013207","CENTRE CLINICAL","16730","FLÉAC",13,3.3,34.1
"160013207","CENTRE CLINICAL","16600","RUELLE SUR TOUVRE",11,2.8,39.7
"160013207","CENTRE CLINICAL","16330","VARS",11,2.8,36.9
"170000095","CH ST JEAN D'ANGELY","17400","ST JEAN D ANGELY",27,12.8,12.8
"170000095","CH ST JEAN D'ANGELY","17100","SAINTES",19,9,21.8
"170000095","CH ST JEAN D'ANGELY","17770","ÉCOYEUX",18,8.5,30.3
"170000152","CH ROCHEFORT","17300","ROCHEFORT",61,11.3,11.3
"170000152","CH ROCHEFORT","17000","LA ROCHELLE",58,10.7,22
"170000152","CH ROCHEFORT","17430","TONNAY-CHARENTE",38,7,29
"170000152","CH ROCHEFORT","17290","AIGREFEUILLE-D'AUNIS",34,6.3,35.3
"170000152","CH ROCHEFORT","17700","SURGÈRES",32,5.9,41.2
"170000152","CH ROCHEFORT","17220","SAINTE-SOULLE",26,4.8,46
"170000152","CH ROCHEFORT","17600","SAUJON",17,3.1,49.1
"170000152","CH ROCHEFORT","17620","ÉCHILLAIS",16,3,52.1
"170000152","CH ROCHEFORT","17170","SAINT-JEAN-DE-LIVERSAY",15,2.8,54.9
"170000152","CH ROCHEFORT","17540","VÉRINES",15,2.8,57.7
"170000152","CH ROCHEFORT","17230","MARANS",14,2.6,60.3
"170000152","CH ROCHEFORT","17250","SAINT-PORCHAIRE",14,2.6,62.9
"170000152","CH ROCHEFORT","17100","SAINTES",12,2.2,65.1
"170780563","Ã‰TABLISSEMENT DE SOINS PASTEUR - ROYAN","17600","SAUJON",39,15.1,15.1
"170780563","Ã‰TABLISSEMENT DE SOINS PASTEUR - ROYAN","17200","ROYAN",21,8.1,31.3
"170780563","Ã‰TABLISSEMENT DE SOINS PASTEUR - ROYAN","17120","SEMUSSAC",21,8.1,23.2
"170780563","Ã‰TABLISSEMENT DE SOINS PASTEUR - ROYAN","17320","MARENNES-HIERS-BROUAGE",12,4.6,35.9
"170780563","Ã‰TABLISSEMENT DE SOINS PASTEUR - ROYAN","17260","GÉMOZAC",11,4.2,40.1
"170780662","CLINIQUE DE L'ATLANTIQUE","17000","LA ROCHELLE",35,18.7,18.7
"170780662","CLINIQUE DE L'ATLANTIQUE","17138","PUILBOREAU",12,6.4,25.1
"170780662","CLINIQUE DE L'ATLANTIQUE","17170","SAINT-JEAN-DE-LIVERSAY",11,5.9,31
"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE","18000","BOURGES",38,13.1,13.1
"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE","18100","VIERZON",18,6.2,19.3
"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE","18500","MEHUN SUR YEVRE",18,6.2,25.5
"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE","18110","SAINT-MARTIN-D'AUXIGNY",13,4.5,30
"190013482","CH BRIVE - SAINT GERMAIN","19100","BRIVE LA GAILLARDE",31,18.2,18.2
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21000","DIJON",166,16,16
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21130","AUXONNE",47,4.5,20.5
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21110","GENLIS",38,3.7,24.2
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21300","CHENÔVE",31,3,27.2
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21800","CHEVIGNY ST SAUVEUR",26,2.5,29.7
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","52000","CHAUMONT",25,2.4,32.1
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","70000","VESOUL",23,2.2,34.3
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","39100","DOLE",22,2.1,36.4
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21200","BEAUNE",20,1.9,40.2
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21120","IS SUR TILLE",20,1.9,38.3
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21600","LONGVIC",18,1.7,41.9
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","39120","CHAUSSIN",16,1.5,43.4
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21170","LOSNE",15,1.4,44.8
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21490","VAROIS-ET-CHAIGNOT",14,1.3,46.1
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","39500","TAVAUX",14,1.3,47.4
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21240","TALANT",13,1.3,50
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21160","MARSANNAY-LA-CÔTE",13,1.3,48.7
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21400","CHATILLON SUR SEINE",12,1.2,51.2
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21C03","SEURRE",12,1.2,53.6
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","21850","SAINT-APOLLINAIRE",12,1.2,52.4
"210012670","HÃ”PITAL PRIVÃ‰ DIJON BOURGOGNE","52200","LANGRES",12,1.2,54.8
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21000","DIJON",85,14.5,14.5
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21800","CHEVIGNY ST SAUVEUR",20,3.4,17.9
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21110","GENLIS",18,3.1,21
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21130","AUXONNE",15,2.6,23.6
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21300","CHENÔVE",14,2.4,28.4
"210780789","CLINIQUE MUTUALISTE BENIGNE JOLY","21240","TALANT",14,2.4,26
"210987558","HÃ”PITAL LE BOCAGE CHRU DIJON","21000","DIJON",22,14,14
"220000012","CH YVES LE FOLL","22000","ST BRIEUC",19,13.5,13.5
"220005599","POLYCLINIQUE DU PAYS DE RANCE","22100","DINAN",40,26.3,26.3
"220005599","POLYCLINIQUE DU PAYS DE RANCE","22130","PLANCOËT",12,7.9,34.2
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22300","LANNION",37,9.4,9.4
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22000","ST BRIEUC",31,7.8,17.2
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22290","LANVOLLON",19,4.8,22
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22200","GUINGAMP",18,4.6,26.6
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22400","LAMBALLE-ARMOR",17,4.3,30.9
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22140","BÉGARD",16,4.1,35
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22170","CHÂTELAUDREN-PLOUAGAT",15,3.8,38.8
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22190","PLÉRIN",14,3.5,42.3
"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR","22440","PLOUFRAGAN",12,3,45.3
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25000","BESANÇON",123,13.6,13.6
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25300","PONTARLIER",48,5.3,18.9
"250011848","POLYCLINIQUE DE FRANCHE COMTE","39100","DOLE",28,3.1,22
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25500","MORTEAU",23,2.5,24.5
"250011848","POLYCLINIQUE DE FRANCHE COMTE","70190","RIOZ",20,2.2,26.7
"250011848","POLYCLINIQUE DE FRANCHE COMTE","39700","DAMPIERRE",17,1.9,34.3
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25480","ÉCOLE-VALENTIN",17,1.9,30.5
"250011848","POLYCLINIQUE DE FRANCHE COMTE","70000","VESOUL",17,1.9,36.2
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25800","VALDAHON",17,1.9,32.4
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25320","MONTFERRAND LE CHATEAU",17,1.9,28.6
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25410","SAINT-VIT",16,1.8,39.8
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25170","PELOUSEY",16,1.8,38
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25110","BAUME LES DAMES",15,1.7,41.5
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25220","THISE",13,1.4,45.7
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25210","LE RUSSEY",13,1.4,44.3
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25160","LABERGEMENT-SAINTE-MARIE",13,1.4,42.9
"250011848","POLYCLINIQUE DE FRANCHE COMTE","39300","CHAMPAGNOLE",13,1.4,47.1
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25640","MARCHAUX-CHAUDEFONTAINE",12,1.3,48.4
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25120","MAICHE",11,1.2,49.6
"250011848","POLYCLINIQUE DE FRANCHE COMTE","25440","QUINGEY",11,1.2,50.8
"260000260","CLINIQUE LA PARISIERE","26100","ROMANS SUR ISERE",79,18.4,18.4
"260000260","CLINIQUE LA PARISIERE","26300","BOURG DE PEAGE",60,14,32.4
"260000260","CLINIQUE LA PARISIERE","26750","GÉNISSIEUX",25,5.8,38.2
"260000260","CLINIQUE LA PARISIERE","26000","VALENCE",23,5.4,43.6
"260000260","CLINIQUE LA PARISIERE","38160","ST MARCELLIN",23,5.4,49
"260000260","CLINIQUE LA PARISIERE","26260","SAINT-DONAT-SUR-L'HERBASSE",17,4,53
"260000260","CLINIQUE LA PARISIERE","26240","SAINT-VALLIER",14,3.3,56.3
"260000260","CLINIQUE LA PARISIERE","26800","PORTES-LÈS-VALENCE",12,2.8,61.9
"260000260","CLINIQUE LA PARISIERE","26600","TAIN L HERMITAGE",12,2.8,59.1
"260000260","CLINIQUE LA PARISIERE","26540","MOURS-SAINT-EUSÈBE",11,2.6,64.5
"260000260","CLINIQUE LA PARISIERE","38840","ST HILAIRE DU ROSIER",11,2.6,67.1
"260003017","SA CLINIQUE KENNEDY","26200","MONTÉLIMAR",57,20.7,20.7
"260003017","SA CLINIQUE KENNEDY","26740","MONTBOUCHER-SUR-JABRON",26,9.5,30.2
"260003017","SA CLINIQUE KENNEDY","07400","LE TEIL",20,7.3,37.5
"260003017","SA CLINIQUE KENNEDY","26700","PIERRELATTE",16,5.8,43.3
"260003017","SA CLINIQUE KENNEDY","26290","DONZÈRE",14,5.1,48.4
"260003017","SA CLINIQUE KENNEDY","26780","CHÂTEAUNEUF-DU-RHÔNE",12,4.4,52.8
"260003017","SA CLINIQUE KENNEDY","26130","ST PAUL TROIS CHATEAUX",11,4,56.8
"280000084","CH DREUX","28100","DREUX",37,26.8,26.8
"280000084","CH DREUX","28500","VERNOUILLET",13,9.4,36.2
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28000","CHARTRES",31,13.1,13.1
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28700","AUNEAU-BLEURY-SAINT-SYMPHORIEN",19,8.1,21.2
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28110","LUCE",18,7.6,28.8
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28630","LE COUDRAY",16,6.8,42.4
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28300","MAINVILLIERS",16,6.8,35.6
"280504267","CH CHARTRES LOUIS PASTEUR-LE COUDRAY","28120","ILLIERS COMBRAY",12,5.1,47.5
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR","28300","MAINVILLIERS",14,8.2,8.2
"280505777","HÃ”PITAL PRIVÃ‰ D'EURE ET LOIR","28190","COURVILLE-SUR-EURE",11,6.5,14.7
"290000025","CHIC QUIMPER","29000","QUIMPER",29,20.1,20.1
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29200","BREST",96,27.9,27.9
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29800","LANDERNEAU",20,5.8,33.7
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29290","SAINT-RENAN",19,5.5,39.2
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29260","LESNEVEN",15,4.4,43.6
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29280","PLOUZANÉ",13,3.8,47.4
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29400","LANDIVISIAU",12,3.5,50.9
"290004324","CHRU BREST SITE HÃ”PITAL CAVALE BLANCHE","29600","MORLAIX",11,3.2,54.1
"290019777","POLYCLINIQUE DE KERAUDREN","29200","BREST",93,26.6,26.6
"290019777","POLYCLINIQUE DE KERAUDREN","29860","PLABENNEC",23,6.6,33.2
"290019777","POLYCLINIQUE DE KERAUDREN","29260","LESNEVEN",20,5.7,38.9
"290019777","POLYCLINIQUE DE KERAUDREN","29800","LANDERNEAU",17,4.9,43.8
"290019777","POLYCLINIQUE DE KERAUDREN","29290","SAINT-RENAN",15,4.3,48.1
"290019777","POLYCLINIQUE DE KERAUDREN","29830","PLOUDALMÉZEAU",15,4.3,52.4
"290019777","POLYCLINIQUE DE KERAUDREN","29470","PLOUGASTEL-DAOULAS",13,3.7,59.8
"290019777","POLYCLINIQUE DE KERAUDREN","29400","LANDIVISIAU",13,3.7,56.1
"290019777","POLYCLINIQUE DE KERAUDREN","29490","GUIPAVAS",11,3.1,62.9
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE","29000","QUIMPER",18,13.4,13.4
"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE","29140","ROSPORDEN",11,8.2,21.6
"2A0000139","HÃ”PITAL PRIVÃ‰ SUD CORSE","2AC14","AJACCIO",86,77.5,77.5
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD","2BC02","BASTIA",122,34.8,34.8
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD","2AC14","AJACCIO",55,15.7,50.5
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD","2BC06","PENTA-DI-CASINCA",35,10,60.5
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD","2AC19","PORTO-VECCHIO",34,9.7,70.2
"2B0000145","POLYCLINIQUE LA RESIDENCE MAYMARD","2BC11","GHISONACCIA",26,7.4,77.6
"300000023","CH ALES CEVENNES","30100","ALÈS",37,23.6,23.6
"300000023","CH ALES CEVENNES","30340","SAINT-PRIVAT-DES-VIEUX",29,18.5,42.1
"300000023","CH ALES CEVENNES","30110","LA GRAND COMBE",16,10.2,52.3
"300000023","CH ALES CEVENNES","30140","ANDUZE",12,7.6,59.9
"300780137","NOUVELLE CLINIQUE BONNEFON","30100","ALÈS",50,18.9,18.9
"300780137","NOUVELLE CLINIQUE BONNEFON","30140","ANDUZE",18,6.8,32.5
"300780137","NOUVELLE CLINIQUE BONNEFON","30110","LA GRAND COMBE",18,6.8,25.7
"300780137","NOUVELLE CLINIQUE BONNEFON","30190","SAINT-GENIÈS-DE-MALGOIRÈS",12,4.5,37
"300780137","NOUVELLE CLINIQUE BONNEFON","30340","SAINT-PRIVAT-DES-VIEUX",12,4.5,41.5
"300780137","NOUVELLE CLINIQUE BONNEFON","30500","ST AMBROIX",12,4.5,46
"300782117","CHU NIMES CAREMEAU","30000","NIMES",156,16,16
"300782117","CHU NIMES CAREMEAU","13200","ARLES",39,4,20
"300782117","CHU NIMES CAREMEAU","30300","BEAUCAIRE",35,3.6,23.6
"300782117","CHU NIMES CAREMEAU","30190","SAINT-GENIÈS-DE-MALGOIRÈS",33,3.4,27
"300782117","CHU NIMES CAREMEAU","30320","MARGUERITTES",29,3,30
"300782117","CHU NIMES CAREMEAU","30100","ALÈS",24,2.5,32.5
"300782117","CHU NIMES CAREMEAU","30210","REMOULINS",24,2.5,35
"300782117","CHU NIMES CAREMEAU","30540","MILHAUD",21,2.2,39.4
"300782117","CHU NIMES CAREMEAU","30200","BAGNOLS SUR CEZE",21,2.2,37.2
"300782117","CHU NIMES CAREMEAU","30800","SAINT-GILLES",20,2.1,41.5
"300782117","CHU NIMES CAREMEAU","30700","UZES",19,2,43.5
"300782117","CHU NIMES CAREMEAU","13150","TARASCON",18,1.8,45.3
"300782117","CHU NIMES CAREMEAU","30620","UCHAUD",17,1.7,48.7
"300782117","CHU NIMES CAREMEAU","30600","VAUVERT",17,1.7,47
"300782117","CHU NIMES CAREMEAU","30127","BELLEGARDE",15,1.5,50.2
"300782117","CHU NIMES CAREMEAU","30129","MANDUEL",15,1.5,51.7
"300782117","CHU NIMES CAREMEAU","30730","FONS",13,1.3,53
"300782117","CHU NIMES CAREMEAU","30340","SAINT-PRIVAT-DES-VIEUX",12,1.2,54.2
"300782117","CHU NIMES CAREMEAU","30C02","CALVISSON",11,1.1,58.6
"300782117","CHU NIMES CAREMEAU","30150","ROQUEMAURE",11,1.1,55.3
"300782117","CHU NIMES CAREMEAU","30350","LEZAN",11,1.1,57.5
"300782117","CHU NIMES CAREMEAU","30250","SOMMIÈRES",11,1.1,56.4
"300788502","POLYCLINIQUE DU GRAND SUD","30000","NIMES",169,20.7,20.7
"300788502","POLYCLINIQUE DU GRAND SUD","13200","ARLES",67,8.2,28.9
"300788502","POLYCLINIQUE DU GRAND SUD","30800","SAINT-GILLES",34,4.2,33.1
"300788502","POLYCLINIQUE DU GRAND SUD","30190","SAINT-GENIÈS-DE-MALGOIRÈS",32,3.9,37
"300788502","POLYCLINIQUE DU GRAND SUD","30300","BEAUCAIRE",26,3.2,43.4
"300788502","POLYCLINIQUE DU GRAND SUD","30210","REMOULINS",26,3.2,40.2
"300788502","POLYCLINIQUE DU GRAND SUD","30320","MARGUERITTES",24,2.9,46.3
"300788502","POLYCLINIQUE DU GRAND SUD","30600","VAUVERT",21,2.6,48.9
"300788502","POLYCLINIQUE DU GRAND SUD","13150","TARASCON",18,2.2,51.1
"300788502","POLYCLINIQUE DU GRAND SUD","30620","UCHAUD",17,2.1,53.2
"300788502","POLYCLINIQUE DU GRAND SUD","30127","BELLEGARDE",16,2,55.2
"300788502","POLYCLINIQUE DU GRAND SUD","30700","UZES",14,1.7,56.9
"300788502","POLYCLINIQUE DU GRAND SUD","30200","BAGNOLS SUR CEZE",12,1.5,58.4
"300788502","POLYCLINIQUE DU GRAND SUD","30640","BEAUVOISIN",11,1.3,61
"300788502","POLYCLINIQUE DU GRAND SUD","13310","SAINT-MARTIN-DE-CRAU",11,1.3,59.7
"310026927","CLINIQUE CAPIO LA CROIX DU SUD","31000","TOULOUSE",65,25.2,25.2
"310026927","CLINIQUE CAPIO LA CROIX DU SUD","31450","BAZIÈGE",21,8.1,33.3
"310026927","CLINIQUE CAPIO LA CROIX DU SUD","31320","CASTANET-TOLOSAN",12,4.7,38
"310780283","NOUVELLE CLINIQUE DE L'UNION","31000","TOULOUSE",97,19.5,19.5
"310780283","NOUVELLE CLINIQUE DE L'UNION","31140","AUCAMVILLE",35,7,26.5
"310780283","NOUVELLE CLINIQUE DE L'UNION","31150","BRUGUIÈRES",15,3,29.5
"310780283","NOUVELLE CLINIQUE DE L'UNION","81500","LAVAUR",15,3,32.5
"310780283","NOUVELLE CLINIQUE DE L'UNION","31780","CASTELGINEST",14,2.8,35.3
"310780283","NOUVELLE CLINIQUE DE L'UNION","31240","L'UNION",12,2.4,37.7
"310780283","NOUVELLE CLINIQUE DE L'UNION","31620","CASTELNAU-D'ESTRÉTEFONDS",12,2.4,40.1
"310780283","NOUVELLE CLINIQUE DE L'UNION","31270","CUGNAUX",11,2.2,42.3
"310780382","CLINIQUE AMBROISE PARE","31000","TOULOUSE",101,38.4,38.4
"310780382","CLINIQUE AMBROISE PARE","31270","CUGNAUX",13,4.9,43.3
